gene_id	gene_type	gene_name
ENSG00000279749	TEC	AC093875.1
ENSG00000248869	lincRNA	LINC02511
ENSG00000250341	lincRNA	LINC02510
ENSG00000251632	lincRNA	LINC02172
ENSG00000280352	TEC	AC116563.2
ENSG00000250126	lincRNA	AC116563.1
ENSG00000250777	lincRNA	AC131956.2
ENSG00000250034	lincRNA	AC131956.1
ENSG00000248307	lincRNA	LINC00616
ENSG00000250033	processed_transcript	SLC7A11-AS1
ENSG00000249091	lincRNA	AC093903.1
ENSG00000248397	lincRNA	LINC00498
ENSG00000251372	lincRNA	LINC00499
ENSG00000249381	lincRNA	LINC00500
ENSG00000250977	lincRNA	AC098859.2
ENSG00000250501	lincRNA	AC093766.1
ENSG00000250195	antisense	AC109927.1
ENSG00000250577	lincRNA	AC109927.2
ENSG00000273247	antisense	AC097376.2
ENSG00000272717	antisense	AC112236.2
ENSG00000261268	lincRNA	AC112236.1
ENSG00000250698	antisense	AC131182.1
ENSG00000196951	antisense	SCOC-AS1
ENSG00000280262	TEC	AC093671.1
ENSG00000248335	antisense	AC096733.1
ENSG00000273472	lincRNA	AC096733.2
ENSG00000248747	lincRNA	AC107220.1
ENSG00000248810	lincRNA	LINC02432
ENSG00000272632	lincRNA	AC097504.2
ENSG00000250141	lincRNA	LINC02276
ENSG00000251248	lincRNA	AC139720.2
ENSG00000249806	lincRNA	AC139720.1
ENSG00000250326	antisense	AC104596.1
ENSG00000250969	lincRNA	AC097658.2
ENSG00000245112	antisense	SMARCA5-AS1
ENSG00000251600	processed_transcript	AC139713.2
ENSG00000285783	processed_transcript	AC098588.2
ENSG00000261129	lincRNA	AC106871.1
ENSG00000248890	antisense	HHIP-AS1
ENSG00000250406	lincRNA	AC109811.1
ENSG00000272727	lincRNA	LINC02266
ENSG00000278943	TEC	AC079228.1
ENSG00000250582	antisense	SMAD1-AS2
ENSG00000250902	antisense	SMAD1-AS1
ENSG00000248356	antisense	AC093864.1
ENSG00000279481	TEC	AC104791.2
ENSG00000251687	antisense	AC104791.1
ENSG00000260303	lincRNA	AC108206.1
ENSG00000251024	lincRNA	AC097372.2
ENSG00000248809	lincRNA	LINC01095
ENSG00000279845	TEC	AC097372.3
ENSG00000280250	TEC	AC097372.4
ENSG00000251010	antisense	AC097372.1
ENSG00000248764	antisense	AC092435.2
ENSG00000248346	lincRNA	AC092435.1
ENSG00000260090	lincRNA	AC092435.3
ENSG00000279376	TEC	AC092435.4
ENSG00000280219	TEC	AC093908.1
ENSG00000251688	lincRNA	LINC02507
ENSG00000251298	antisense	AC093835.1
ENSG00000250354	antisense	AC069272.1
ENSG00000250357	lincRNA	AC108935.1
ENSG00000279016	TEC	AC093648.1
ENSG00000249317	processed_transcript	AC002460.1
ENSG00000249752	lincRNA	AC108156.1
ENSG00000250252	lincRNA	LINC02430
ENSG00000248210	lincRNA	LINC02355
ENSG00000250905	lincRNA	AC093893.1
ENSG00000250704	lincRNA	AC105343.1
ENSG00000249690	antisense	AC110813.1
ENSG00000270681	antisense	AC095055.1
ENSG00000270265	lincRNA	AC104819.3
ENSG00000251611	lincRNA	FAM160A1-DT
ENSG00000251603	antisense	AC092611.2
ENSG00000278978	TEC	AC092611.3
ENSG00000251455	antisense	AC092611.1
ENSG00000249184	lincRNA	AC107074.1
ENSG00000249708	lincRNA	AC112242.1
ENSG00000249818	lincRNA	AC097375.2
ENSG00000248991	lincRNA	AC097375.1
ENSG00000251249	processed_transcript	AC097375.3
ENSG00000245954	lincRNA	LINC02273
ENSG00000250706	lincRNA	AC079340.1
ENSG00000251377	lincRNA	AC079340.2
ENSG00000270302	lincRNA	AC080078.1
ENSG00000270883	lincRNA	AC080078.2
ENSG00000270751	antisense	FBXW7-AS1
ENSG00000268471	bidirectional_promoter_lncRNA	MIR4453HG
ENSG00000248571	antisense	AC106882.1
ENSG00000249022	lincRNA	AC093599.1
ENSG00000249309	antisense	AC020703.1
ENSG00000280241	antisense	AC079298.3
ENSG00000278981	antisense	AC079298.1
ENSG00000280005	antisense	AC079298.2
ENSG00000249041	antisense	AC009567.1
ENSG00000250910	antisense	AC097467.3
ENSG00000250538	antisense	AC104407.1
ENSG00000249924	lincRNA	AC097467.1
ENSG00000251244	lincRNA	AC107208.1
ENSG00000260244	sense_overlapping	AC104083.1
ENSG00000251511	lincRNA	AC096736.3
ENSG00000251283	lincRNA	LINC02272
ENSG00000249479	antisense	AC096736.2
ENSG00000248912	lincRNA	AC096736.1
ENSG00000248629	antisense	AC092608.1
ENSG00000280284	TEC	AC092608.3
ENSG00000278880	TEC	AC092608.2
ENSG00000234111	lincRNA	LINC02433
ENSG00000249275	lincRNA	AC093817.1
ENSG00000279703	TEC	AC017037.3
ENSG00000279994	TEC	AC017037.4
ENSG00000279139	TEC	AC098679.3
ENSG00000280140	TEC	AC098679.4
ENSG00000248429	antisense	FAM198B-AS1
ENSG00000250604	antisense	AC098679.1
ENSG00000249901	antisense	AC121161.2
ENSG00000250180	lincRNA	AC074344.2
ENSG00000250488	lincRNA	LINC02233
ENSG00000249425	lincRNA	LINC02477
ENSG00000249568	antisense	AC104793.1
ENSG00000249419	antisense	AC023136.1
ENSG00000248431	lincRNA	AC005150.1
ENSG00000250027	antisense	AC022272.1
ENSG00000273449	lincRNA	AC093788.1
ENSG00000285563	lincRNA	AC106872.13
ENSG00000250887	lincRNA	AC106872.10
ENSG00000249500	lincRNA	LINC01179
ENSG00000249675	lincRNA	AC097487.1
ENSG00000250150	lincRNA	AC079349.1
ENSG00000248601	antisense	AC116634.1
ENSG00000249623	antisense	AC079858.1
ENSG00000249609	antisense	AC080188.1
ENSG00000279384	TEC	AC080188.2
ENSG00000251445	antisense	AC021151.1
ENSG00000251171	antisense	AC096741.1
ENSG00000248319	lincRNA	LINC02275
ENSG00000251200	antisense	AC084866.2
ENSG00000249955	antisense	AC084866.1
ENSG00000250266	lincRNA	LINC01612
ENSG00000251061	lincRNA	LINC02512
ENSG00000250968	lincRNA	LINC02382
ENSG00000248872	lincRNA	LINC02431
ENSG00000248339	lincRNA	LINC02504
ENSG00000251176	lincRNA	AC074254.1
ENSG00000249297	lincRNA	LINC02174
ENSG00000245213	antisense	AC105285.1
ENSG00000248774	antisense	AC097534.1
ENSG00000272870	antisense	AC097534.2
ENSG00000261646	lincRNA	AC093849.1
ENSG00000237125	antisense	HAND2-AS1
ENSG00000250043	lincRNA	AC106895.1
ENSG00000250708	lincRNA	LINC02269
ENSG00000251216	lincRNA	AC106895.2
ENSG00000248174	lincRNA	LINC02268
ENSG00000250957	lincRNA	AC012055.1
ENSG00000251213	lincRNA	AC012055.2
ENSG00000249875	lincRNA	AC116616.1
ENSG00000251584	lincRNA	AC096751.2
ENSG00000250431	antisense	AC105914.2
ENSG00000248551	lincRNA	AC095050.1
ENSG00000249945	lincRNA	AC131094.1
ENSG00000249106	antisense	AC097537.1
ENSG00000248980	antisense	AC019163.1
ENSG00000248388	antisense	AC093801.1
ENSG00000249458	lincRNA	AC092673.1
ENSG00000250263	lincRNA	LINC02509
ENSG00000249008	lincRNA	AC097518.1
ENSG00000249084	antisense	AC027627.1
ENSG00000250131	antisense	AC078881.1
ENSG00000251416	lincRNA	AC103879.1
ENSG00000231171	lincRNA	LINC01098
ENSG00000251504	lincRNA	LINC01099
ENSG00000250993	lincRNA	AC020551.1
ENSG00000249883	lincRNA	AC104803.1
ENSG00000248197	lincRNA	LINC00290
ENSG00000249460	lincRNA	LINC02500
ENSG00000251336	lincRNA	TEMN3-AS1
ENSG00000177822	antisense	AC098864.1
ENSG00000248816	antisense	AC079226.2
ENSG00000248694	antisense	AC079226.1
ENSG00000272646	lincRNA	AC079766.1
ENSG00000273180	lincRNA	AC019193.3
ENSG00000272784	lincRNA	AC019193.2
ENSG00000251359	lincRNA	WWC2-AS2
ENSG00000251128	antisense	WWC2-AS1
ENSG00000232648	antisense	AC107214.1
ENSG00000272744	lincRNA	AC107214.2
ENSG00000283383	lincRNA	AC108477.1
ENSG00000283355	TEC	AC074194.2
ENSG00000180712	lincRNA	LINC02363
ENSG00000249096	lincRNA	LINC02362
ENSG00000271646	bidirectional_promoter_lncRNA	AC099343.3
ENSG00000271538	lincRNA	LINC02427
ENSG00000254233	lincRNA	LINC02365
ENSG00000251139	antisense	AC084871.1
ENSG00000251230	lincRNA	MIR3945HG
ENSG00000249173	lincRNA	LINC01093
ENSG00000279460	TEC	AC112243.1
ENSG00000248517	lincRNA	LINC02437
ENSG00000250754	lincRNA	LINC02436
ENSG00000250410	antisense	AC112722.1
ENSG00000249679	antisense	AC106897.1
ENSG00000233110	antisense	AC093797.1
ENSG00000235902	antisense	AC108472.1
ENSG00000235149	lincRNA	AC096659.1
ENSG00000279943	TEC	FLJ38576
ENSG00000251165	antisense	F11-AS1
ENSG00000250829	lincRNA	AC108865.1
ENSG00000272218	lincRNA	AC108865.2
ENSG00000249742	lincRNA	AC110772.1
ENSG00000250971	lincRNA	AC108474.1
ENSG00000249747	lincRNA	LINC02374
ENSG00000250658	lincRNA	AC097652.1
ENSG00000250042	lincRNA	LINC02514
ENSG00000250620	lincRNA	LINC02515
ENSG00000251490	lincRNA	AC093763.1
ENSG00000250590	lincRNA	LINC02492
ENSG00000249642	lincRNA	AC097521.1
ENSG00000247130	antisense	AC138781.1
ENSG00000248370	lincRNA	LINC02434
ENSG00000249378	lincRNA	LINC01060
ENSG00000278974	TEC	AC093909.6
ENSG00000249269	lincRNA	AC093909.2
ENSG00000251619	lincRNA	LINC02508
ENSG00000250626	lincRNA	AC093909.4
ENSG00000250024	lincRNA	AC122138.1
ENSG00000251310	lincRNA	AC107391.1
ENSG00000249877	lincRNA	AC105924.1
ENSG00000250739	lincRNA	LINC01262
ENSG00000272566	lincRNA	AF250324.1
ENSG00000245685	lincRNA	FRG1-DT
ENSG00000250666	lincRNA	LINC01596
ENSG00000281591	lincRNA	DBET
ENSG00000261434	sense_overlapping	AC021087.3
ENSG00000260774	processed_transcript	AC021087.2
ENSG00000248925	antisense	HRAT5
ENSG00000221990	antisense	EXOC3-AS1
ENSG00000188242	3prime_overlapping_ncRNA	PP7080
ENSG00000225138	processed_transcript	SLC9A3-AS1
ENSG00000250385	antisense	AC106772.2
ENSG00000249650	antisense	AC106772.1
ENSG00000271781	antisense	AC026740.1
ENSG00000248949	lincRNA	AC122719.1
ENSG00000250173	lincRNA	AC122719.2
ENSG00000215246	antisense	AC116351.1
ENSG00000272347	lincRNA	AC116351.2
ENSG00000249201	antisense	CTD-3080P12.3
ENSG00000250584	lincRNA	LINC01511
ENSG00000279908	TEC	AC026748.1
ENSG00000251532	lincRNA	AC091849.2
ENSG00000271119	lincRNA	AC026412.3
ENSG00000260066	lincRNA	AC112176.1
ENSG00000249966	antisense	AC025183.2
ENSG00000250417	lincRNA	LINC02116
ENSG00000279222	TEC	AC025183.3
ENSG00000249116	antisense	AC025183.1
ENSG00000249326	antisense	CTD-2194D22.4
ENSG00000248994	lincRNA	AC126768.2
ENSG00000248597	lincRNA	AC126768.1
ENSG00000249731	lincRNA	AC126768.3
ENSG00000281560	lincRNA	LSINCT5
ENSG00000259757	lincRNA	AC091891.1
ENSG00000248137	lincRNA	AC094105.1
ENSG00000248736	lincRNA	AC112192.1
ENSG00000249808	lincRNA	LINC01377
ENSG00000248118	lincRNA	LINC01019
ENSG00000249830	lincRNA	LINC02162
ENSG00000250716	lincRNA	LINC01017
ENSG00000259603	antisense	AC016595.1
ENSG00000248962	lincRNA	AC025773.1
ENSG00000249994	lincRNA	AC025187.1
ENSG00000250921	lincRNA	LINC02063
ENSG00000260763	lincRNA	AC106799.3
ENSG00000248973	lincRNA	AC106799.2
ENSG00000231291	lincRNA	AC106799.1
ENSG00000251371	lincRNA	AC010634.1
ENSG00000249521	lincRNA	LINC02114
ENSG00000248311	lincRNA	AC026719.1
ENSG00000248467	lincRNA	AC026719.2
ENSG00000249941	lincRNA	AC026415.1
ENSG00000251506	lincRNA	AC010451.3
ENSG00000250481	lincRNA	AC010451.1
ENSG00000215231	lincRNA	LINC01020
ENSG00000251426	lincRNA	AC010451.2
ENSG00000250529	lincRNA	LINC02121
ENSG00000250579	antisense	CTD-2297D10.2
ENSG00000250866	antisense	AC022424.1
ENSG00000261037	lincRNA	AC010266.2
ENSG00000259861	lincRNA	AC010266.1
ENSG00000278913	TEC	AC026797.1
ENSG00000250490	lincRNA	LINC02145
ENSG00000250056	lincRNA	LINC01018
ENSG00000248677	lincRNA	LINC02102
ENSG00000251365	lincRNA	AC122710.2
ENSG00000272071	lincRNA	AC122710.3
ENSG00000250974	lincRNA	LINC02196
ENSG00000250060	lincRNA	AC122710.1
ENSG00000285689	lincRNA	AC091951.4
ENSG00000251678	lincRNA	AC027343.3
ENSG00000250668	lincRNA	LINC02123
ENSG00000249638	lincRNA	AC027343.1
ENSG00000249865	antisense	AC027343.2
ENSG00000223597	lincRNA	LINC02142
ENSG00000250761	antisense	AC093305.1
ENSG00000251168	lincRNA	AC025174.1
ENSG00000280338	TEC	AC091941.1
ENSG00000280251	TEC	AC091912.2
ENSG00000245729	lincRNA	LINC02226
ENSG00000249159	lincRNA	AC091965.1
ENSG00000272049	lincRNA	AC091965.4
ENSG00000247516	lincRNA	MIR4458HG
ENSG00000279075	TEC	AC091965.5
ENSG00000249782	lincRNA	AC027328.1
ENSG00000279097	TEC	AC091953.2
ENSG00000279264	TEC	AC091953.4
ENSG00000279002	TEC	AC091953.1
ENSG00000280373	TEC	AC091953.5
ENSG00000279125	TEC	AC091953.3
ENSG00000280438	TEC	AC091932.4
ENSG00000278877	TEC	AC091932.2
ENSG00000260981	lincRNA	AC091932.1
ENSG00000280185	TEC	AC091932.3
ENSG00000250198	lincRNA	LINC02199
ENSG00000279635	TEC	AC091895.1
ENSG00000250619	antisense	AC021088.1
ENSG00000248537	antisense	AC091906.1
ENSG00000279698	TEC	AC027335.2
ENSG00000251370	lincRNA	SEMA5A-AS1
ENSG00000250786	lincRNA	SNHG18
ENSG00000248525	sense_overlapping	AC026787.1
ENSG00000249781	lincRNA	LINC02112
ENSG00000250814	lincRNA	LINC02221
ENSG00000279011	TEC	AC091905.2
ENSG00000279755	TEC	AC091905.3
ENSG00000278874	TEC	AC091905.1
ENSG00000280016	TEC	AC091905.4
ENSG00000249807	lincRNA	AC034229.1
ENSG00000280449	TEC	AC034229.6
ENSG00000280368	TEC	AC034229.5
ENSG00000260515	lincRNA	AC034229.2
ENSG00000271998	lincRNA	AC034229.3
ENSG00000272417	lincRNA	AC034229.4
ENSG00000248968	antisense	AC012640.1
ENSG00000271980	antisense	AC012640.4
ENSG00000271715	lincRNA	AC012640.3
ENSG00000280369	TEC	AC012640.5
ENSG00000259802	antisense	AC012640.2
ENSG00000250600	antisense	ROPN1L-AS1
ENSG00000246016	antisense	LINC01513
ENSG00000249166	lincRNA	AC092336.1
ENSG00000249396	lincRNA	LINC02212
ENSG00000249160	lincRNA	LINC02213
ENSG00000280017	TEC	AC112200.2
ENSG00000279450	TEC	AC112200.1
ENSG00000250106	antisense	ANKRD33B-AS1
ENSG00000279979	TEC	AC012629.4
ENSG00000278865	TEC	AC012629.3
ENSG00000272324	antisense	AC012629.2
ENSG00000250576	lincRNA	AC012629.1
ENSG00000248783	lincRNA	AC106771.1
ENSG00000248131	lincRNA	LINC01194
ENSG00000248457	lincRNA	LINC02220
ENSG00000248145	lincRNA	AC016553.1
ENSG00000251423	antisense	AC016576.1
ENSG00000261360	antisense	AC010491.1
ENSG00000272057	lincRNA	AC016575.1
ENSG00000249332	lincRNA	AC016651.1
ENSG00000248486	lincRNA	LINC02149
ENSG00000250250	antisense	AC010638.1
ENSG00000250981	antisense	AC016650.1
ENSG00000250448	antisense	AC092335.1
ENSG00000248150	lincRNA	LINC02150
ENSG00000249737	antisense	AC020980.1
ENSG00000246214	antisense	AC022113.1
ENSG00000250415	lincRNA	AC022113.2
ENSG00000271892	lincRNA	AC026790.1
ENSG00000215196	antisense	BASP1-AS1
ENSG00000248223	lincRNA	AC026785.2
ENSG00000249199	lincRNA	AC026785.3
ENSG00000250822	lincRNA	LINC02111
ENSG00000248455	lincRNA	LINC02217
ENSG00000249937	lincRNA	LINC02223
ENSG00000248693	lincRNA	LINC02100
ENSG00000249174	lincRNA	AC106744.1
ENSG00000251487	lincRNA	AC106744.2
ENSG00000249854	lincRNA	CDH18-AS1
ENSG00000251629	lincRNA	LINC02241
ENSG00000249490	lincRNA	LINC02146
ENSG00000249359	lincRNA	AC093274.1
ENSG00000279107	TEC	AC138951.2
ENSG00000272130	lincRNA	AC091946.2
ENSG00000253766	antisense	AC091946.1
ENSG00000249404	lincRNA	AC010445.1
ENSG00000248874	lincRNA	C5orf17
ENSG00000250694	lincRNA	AC010387.1
ENSG00000251294	antisense	AC091885.2
ENSG00000248908	lincRNA	LINC02239
ENSG00000250524	lincRNA	AC106821.1
ENSG00000251273	lincRNA	LINC02228
ENSG00000245662	lincRNA	LINC02211
ENSG00000285042	lincRNA	AC099499.2
ENSG00000251654	lincRNA	AC099499.1
ENSG00000260761	lincRNA	AC106754.1
ENSG00000279671	TEC	AC106754.2
ENSG00000248605	lincRNA	AC022140.1
ENSG00000279531	TEC	AC022140.2
ENSG00000279869	TEC	AC022418.1
ENSG00000249099	lincRNA	AC025475.1
ENSG00000251033	lincRNA	AC113347.4
ENSG00000248490	lincRNA	AC113355.1
ENSG00000250337	lincRNA	PURPL
ENSG00000249785	lincRNA	LINC02103
ENSG00000250453	lincRNA	AC008825.1
ENSG00000259786	lincRNA	LINC02109
ENSG00000248391	lincRNA	LINC02064
ENSG00000280305	TEC	AC018765.1
ENSG00000254138	antisense	AC113386.1
ENSG00000279923	TEC	AC022417.1
ENSG00000248813	lincRNA	AC022447.3
ENSG00000248378	lincRNA	AC022447.1
ENSG00000250164	lincRNA	AC022447.7
ENSG00000250764	antisense	AC025178.1
ENSG00000272086	lincRNA	AC025181.2
ENSG00000250885	lincRNA	LINC02061
ENSG00000250697	lincRNA	AC010343.3
ENSG00000248279	lincRNA	LINC02120
ENSG00000249102	lincRNA	AC034223.1
ENSG00000251281	lincRNA	AC034223.2
ENSG00000251443	lincRNA	LINC02160
ENSG00000249572	antisense	AC034231.1
ENSG00000250583	lincRNA	AC034232.2
ENSG00000278900	TEC	AC139792.2
ENSG00000279995	TEC	AC139792.3
ENSG00000271771	lincRNA	AC139792.1
ENSG00000271874	lincRNA	AC025754.2
ENSG00000250234	antisense	AC025754.1
ENSG00000272323	antisense	AC026801.2
ENSG00000248969	antisense	AC137810.1
ENSG00000279737	TEC	AC112204.3
ENSG00000249748	antisense	AC112204.2
ENSG00000245711	antisense	NADK2-AS1
ENSG00000274441	antisense	AC008957.2
ENSG00000250155	antisense	AC008957.1
ENSG00000279400	TEC	AC008957.3
ENSG00000272103	lincRNA	AC026741.1
ENSG00000285967	bidirectional_promoter_lncRNA	NIPBL-DT
ENSG00000248587	antisense	GDNF-AS1
ENSG00000248539	lincRNA	LINC02117
ENSG00000250032	lincRNA	AC008869.1
ENSG00000251518	lincRNA	LINC02110
ENSG00000248533	lincRNA	AC034226.1
ENSG00000250003	lincRNA	LINC02107
ENSG00000248461	lincRNA	LINC02119
ENSG00000248730	antisense	EGFLAM-AS4
ENSG00000249071	antisense	EGFLAM-AS3
ENSG00000248572	antisense	EGFLAM-AS2
ENSG00000249491	antisense	EGFLAM-AS1
ENSG00000251257	antisense	AC010457.1
ENSG00000244968	antisense	LIFR-AS1
ENSG00000251189	lincRNA	AC010425.1
ENSG00000249740	lincRNA	OSMR-AS1
ENSG00000250629	antisense	AC091435.2
ENSG00000271334	lincRNA	LINC02104
ENSG00000250048	lincRNA	LINC00603
ENSG00000250585	lincRNA	LINC00604
ENSG00000283286	lincRNA	AC093277.1
ENSG00000285552	lincRNA	AC114977.1
ENSG00000285616	lincRNA	AC114977.2
ENSG00000248668	processed_transcript	OXCT1-AS1
ENSG00000260786	lincRNA	AC108099.1
ENSG00000272234	antisense	AC008945.1
ENSG00000271788	lincRNA	AC008875.1
ENSG00000177738	sense_overlapping	AC025171.1
ENSG00000251131	antisense	AC025171.3
ENSG00000272382	lincRNA	AC025171.5
ENSG00000215068	antisense	AC025171.2
ENSG00000272144	lincRNA	AC025171.4
ENSG00000261604	antisense	AC114947.2
ENSG00000249492	processed_transcript	AC114956.3
ENSG00000248554	antisense	AC114956.2
ENSG00000248240	antisense	AC114956.1
ENSG00000248092	antisense	NNT-AS1
ENSG00000279557	TEC	AC010435.1
ENSG00000249276	lincRNA	AC104119.1
ENSG00000248464	antisense	FGF10-AS1
ENSG00000249203	lincRNA	LINC02224
ENSG00000250418	lincRNA	AC093292.1
ENSG00000251141	antisense	MRPS30-DT
ENSG00000248779	lincRNA	AC093297.1
ENSG00000272335	lincRNA	AC093297.2
ENSG00000248148	lincRNA	AC114954.1
ENSG00000250122	lincRNA	AC122694.1
ENSG00000271752	lincRNA	AC112187.3
ENSG00000249405	lincRNA	AC022441.1
ENSG00000251601	lincRNA	AC022441.2
ENSG00000250360	lincRNA	AC008808.2
ENSG00000251573	lincRNA	LINC02106
ENSG00000248918	lincRNA	AC008808.1
ENSG00000259663	antisense	AC010478.1
ENSG00000251125	lincRNA	AC091860.2
ENSG00000279470	TEC	AC091903.1
ENSG00000248789	lincRNA	LINC02118
ENSG00000248898	antisense	AC022126.1
ENSG00000249899	antisense	AC025180.1
ENSG00000272123	antisense	AC008966.2
ENSG00000247796	antisense	AC008966.1
ENSG00000285831	lincRNA	AC027329.1
ENSG00000250447	lincRNA	LINC02105
ENSG00000272416	lincRNA	AC025175.1
ENSG00000279638	TEC	AC008873.1
ENSG00000249069	lincRNA	LINC01033
ENSG00000280159	TEC	AC016583.1
ENSG00000249016	lincRNA	AC112198.3
ENSG00000240535	processed_transcript	AC034238.1
ENSG00000251376	lincRNA	AC034238.3
ENSG00000248029	lincRNA	AC034238.2
ENSG00000251307	antisense	AC026704.1
ENSG00000279883	TEC	AC010480.1
ENSG00000262211	antisense	AC008914.1
ENSG00000249236	lincRNA	AC008892.1
ENSG00000227908	antisense	FLJ31104
ENSG00000249697	lincRNA	AC034245.1
ENSG00000248727	lincRNA	LINC01948
ENSG00000228650	lincRNA	AC008940.1
ENSG00000237705	antisense	AC008937.2
ENSG00000225230	antisense	AC008937.1
ENSG00000271828	antisense	AC008937.3
ENSG00000235635	antisense	AC016644.1
ENSG00000250961	antisense	AC025470.2
ENSG00000248294	lincRNA	AC008780.1
ENSG00000249436	lincRNA	AC008780.2
ENSG00000249198	lincRNA	AC106822.1
ENSG00000249584	lincRNA	LINC02225
ENSG00000248132	lincRNA	LINC02101
ENSG00000250127	lincRNA	LINC02108
ENSG00000248475	antisense	AC016642.1
ENSG00000248733	antisense	AC008852.1
ENSG00000247345	antisense	AC092343.1
ENSG00000248935	antisense	AC034234.1
ENSG00000152931	lincRNA	PART1
ENSG00000272308	lincRNA	AC104113.1
ENSG00000233847	antisense	AC022445.1
ENSG00000279985	TEC	AC008498.2
ENSG00000251279	antisense	SMIM15-AS1
ENSG00000249279	lincRNA	LINC02057
ENSG00000178722	processed_transcript	C5orf64
ENSG00000248529	antisense	AC026746.1
ENSG00000251575	lincRNA	C5orf64-AS1
ENSG00000248199	lincRNA	AC026434.1
ENSG00000248285	sense_overlapping	AC122707.1
ENSG00000272370	lincRNA	AC092354.2
ENSG00000272354	lincRNA	AC092354.1
ENSG00000250081	lincRNA	AC025176.1
ENSG00000269961	lincRNA	AC010359.1
ENSG00000253744	antisense	AC025442.1
ENSG00000248846	lincRNA	LINC02065
ENSG00000251391	lincRNA	AC113378.1
ENSG00000250313	lincRNA	LINC02229
ENSG00000229666	antisense	MAST4-AS1
ENSG00000251206	lincRNA	AC010420.1
ENSG00000249364	lincRNA	AC112206.2
ENSG00000250978	processed_transcript	AC079467.1
ENSG00000249736	lincRNA	LINC02242
ENSG00000250421	lincRNA	AC106798.1
ENSG00000249894	lincRNA	AC024581.1
ENSG00000253787	lincRNA	LINC02219
ENSG00000251044	lincRNA	AC024579.1
ENSG00000248884	lincRNA	AC010280.2
ENSG00000249588	lincRNA	AC010280.3
ENSG00000248359	lincRNA	AC010280.1
ENSG00000249335	lincRNA	AC093523.1
ENSG00000250066	lincRNA	AC093248.1
ENSG00000249352	lincRNA	LINC02198
ENSG00000250237	lincRNA	AC010273.2
ENSG00000248664	antisense	AC010273.1
ENSG00000280187	TEC	AC022107.1
ENSG00000249295	antisense	AC145146.1
ENSG00000285151	antisense	AC140134.2
ENSG00000269983	lincRNA	AC146944.4
ENSG00000285204	antisense	AC139834.1
ENSG00000250387	lincRNA	LINC02197
ENSG00000253985	lincRNA	AC145141.2
ENSG00000249981	lincRNA	AC145141.1
