gene_id	gene_type	gene_name
3376	ENSG00000143622	protein_coding	RIT1
3377	ENSG00000132680	protein_coding	KHDC4
3378	ENSG00000207475	snoRNA	SNORA80E
3379	ENSG00000280466	scaRNA	SCARNA4
3380	ENSG00000281394	scaRNA	SCARNA4
3381	ENSG00000173080	protein_coding	RXFP4
3382	ENSG00000116584	protein_coding	ARHGEF2
3383	ENSG00000277817	miRNA	MIR6738
3384	ENSG00000273002	antisense	AL355388.2
3385	ENSG00000224276	antisense	AL355388.1
3386	ENSG00000285677	antisense	AL355388.3
3387	ENSG00000163479	protein_coding	SSR2
3388	ENSG00000160803	protein_coding	UBQLN4
3389	ENSG00000116586	protein_coding	LAMTOR2
3390	ENSG00000132698	protein_coding	RAB25
3391	ENSG00000254726	protein_coding	MEX3A
3392	ENSG00000160789	protein_coding	LMNA
3393	ENSG00000196189	protein_coding	SEMA4A
3394	ENSG00000252236	snoRNA	RF00568
3395	ENSG00000160785	protein_coding	SLC25A44
3396	ENSG00000260238	protein_coding	PMF1-BGLAP
3397	ENSG00000160783	protein_coding	PMF1
3398	ENSG00000242252	protein_coding	BGLAP
3399	ENSG00000160781	protein_coding	PAQR6
3400	ENSG00000198952	protein_coding	SMG5
3401	ENSG00000163472	protein_coding	TMEM79
3402	ENSG00000198715	protein_coding	GLMP
3403	ENSG00000189030	protein_coding	VHLL
3404	ENSG00000163468	protein_coding	CCT3
3405	ENSG00000163467	protein_coding	TSACC
3406	ENSG00000132677	protein_coding	RHBG
3407	ENSG00000237390	lincRNA	AL139130.1
3408	ENSG00000125462	protein_coding	C1orf61
3409	ENSG00000207933	miRNA	MIR9-1
3410	ENSG00000236947	lincRNA	AL139412.1
3411	ENSG00000116604	protein_coding	MEF2D
3412	ENSG00000206651	misc_RNA	RF00019
3413	ENSG00000260460	lincRNA	AL365181.1
3414	ENSG00000183856	protein_coding	IQGAP3
3415	ENSG00000187862	protein_coding	TTC24
3416	ENSG00000163382	protein_coding	NAXE
3417	ENSG00000160818	protein_coding	GPATCH4
3418	ENSG00000272971	lincRNA	AL365181.4
3419	ENSG00000132702	protein_coding	HAPLN2
3420	ENSG00000272068	lincRNA	AL365181.2
3421	ENSG00000132692	protein_coding	BCAN
3422	ENSG00000272405	antisense	AL365181.3
3423	ENSG00000229953	antisense	AL590666.2
3424	ENSG00000132688	protein_coding	NES
3425	ENSG00000237588	lincRNA	AL590666.3
3426	ENSG00000285570	antisense	AL590666.4
3427	ENSG00000143320	protein_coding	CRABP2
3428	ENSG00000223356	antisense	AL590666.1
3429	ENSG00000143319	protein_coding	ISG20L2
3430	ENSG00000143303	protein_coding	RRNAD1
3431	ENSG00000143314	protein_coding	MRPL24
3432	ENSG00000143321	protein_coding	HDGF
3433	ENSG00000143294	protein_coding	PRCC
3434	ENSG00000027869	protein_coding	SH2D2A
3435	ENSG00000198400	protein_coding	NTRK1
3436	ENSG00000027644	protein_coding	INSRR
3437	ENSG00000187800	protein_coding	PEAR1
3438	ENSG00000160838	protein_coding	LRRC71
3439	ENSG00000132694	protein_coding	ARHGEF11
3440	ENSG00000211581	miRNA	MIR765
3441	ENSG00000266160	misc_RNA	RN7SL612P
3442	ENSG00000237842	processed_pseudogene	AL157713.1
3443	ENSG00000224520	processed_pseudogene	KRT8P45
3444	ENSG00000253831	protein_coding	ETV3L
3445	ENSG00000117036	protein_coding	ETV3
3446	ENSG00000235700	processed_pseudogene	CYCSP52
3447	ENSG00000229961	transcribed_unitary_pseudogene	AL357143.1
3448	ENSG00000284592	unprocessed_pseudogene	AL357143.2
3449	ENSG00000228239	lincRNA	AL138900.1
3450	ENSG00000271736	lincRNA	AL138900.3
3451	ENSG00000237189	lincRNA	AL138900.2
3452	ENSG00000143297	protein_coding	FCRL5
3453	ENSG00000163518	protein_coding	FCRL4
3454	ENSG00000236731	unprocessed_pseudogene	AL135929.2
3455	ENSG00000233712	unprocessed_pseudogene	AL135929.1
3456	ENSG00000160856	protein_coding	FCRL3
3457	ENSG00000227217	antisense	AL356276.1
3458	ENSG00000231700	processed_pseudogene	AL356276.2
3459	ENSG00000232366	processed_pseudogene	VDAC1P9
3460	ENSG00000132704	protein_coding	FCRL2
3461	ENSG00000163534	protein_coding	FCRL1
3462	ENSG00000073754	protein_coding	CD5L
3463	ENSG00000227425	processed_pseudogene	MRPS21P2
3464	ENSG00000236957	transcribed_unprocessed_pseudogene	AL139010.1
3465	ENSG00000183853	protein_coding	KIRREL1
3466	ENSG00000226520	sense_intronic	KIRREL1-IT1
3467	ENSG00000231666	lincRNA	LINC01704
3468	ENSG00000227295	processed_pseudogene	ELL2P1
3469	ENSG00000158473	protein_coding	CD1D
3470	ENSG00000229914	processed_pseudogene	AL138899.2
3471	ENSG00000176320	lincRNA	AL138899.1
3472	ENSG00000158477	protein_coding	CD1A
3473	ENSG00000230942	processed_pseudogene	HMGN1P5
3474	ENSG00000158481	protein_coding	CD1C
3475	ENSG00000158485	protein_coding	CD1B
3476	ENSG00000158488	protein_coding	CD1E
3477	ENSG00000186306	protein_coding	OR10T2
3478	ENSG00000180708	protein_coding	OR10K2
3479	ENSG00000203758	unprocessed_pseudogene	OR10T1P
3480	ENSG00000236257	processed_pseudogene	EI24P2
3481	ENSG00000173285	protein_coding	OR10K1
3482	ENSG00000198965	protein_coding	OR10R2
3483	ENSG00000236656	antisense	AL365440.2
3484	ENSG00000198703	unprocessed_pseudogene	OR10R3P
3485	ENSG00000227445	unprocessed_pseudogene	OR10R1P
3486	ENSG00000231434	processed_pseudogene	AL365440.1
3487	ENSG00000197532	protein_coding	OR6Y1
3488	ENSG00000186440	protein_coding	OR6P1
3489	ENSG00000279111	protein_coding	OR10X1
3490	ENSG00000198967	protein_coding	OR10Z1
3491	ENSG00000163554	protein_coding	SPTA1
3492	ENSG00000231237	unprocessed_pseudogene	OR6K1P
3493	ENSG00000196171	protein_coding	OR6K2
3494	ENSG00000203757	protein_coding	OR6K3
3495	ENSG00000180437	unprocessed_pseudogene	OR6K4P
3496	ENSG00000226949	unprocessed_pseudogene	OR6K5P
3497	ENSG00000197403	protein_coding	OR6N1
3498	ENSG00000180433	protein_coding	OR6K6
3499	ENSG00000188340	protein_coding	OR6N2
3500	ENSG00000229724	unprocessed_pseudogene	OR2AQ1P
3501	ENSG00000180409	unprocessed_pseudogene	OR10AA1P
3502	ENSG00000163563	protein_coding	MNDA
3503	ENSG00000229849	unprocessed_pseudogene	PYHIN5P
3504	ENSG00000163564	protein_coding	PYHIN1
3505	ENSG00000163565	protein_coding	IFI16
3506	ENSG00000163568	protein_coding	AIM2
3507	ENSG00000233473	processed_pseudogene	RAD1P2
3508	ENSG00000162706	protein_coding	CADM3
3509	ENSG00000222552	rRNA_pseudogene	RNA5SP60
3510	ENSG00000225670	antisense	CADM3-AS1
3511	ENSG00000213088	protein_coding	ACKR1
3512	ENSG00000215846	processed_pseudogene	MPTX1
3513	ENSG00000248642	unprocessed_pseudogene	OR10J2P
3514	ENSG00000179639	protein_coding	FCER1A
3515	ENSG00000196266	polymorphic_pseudogene	OR10J3
3516	ENSG00000228560	antisense	AL513323.1
3517	ENSG00000248442	unitary_pseudogene	OR10J7P
3518	ENSG00000251686	unprocessed_pseudogene	OR10J8P
3519	ENSG00000249197	unprocessed_pseudogene	OR10J9P
3520	ENSG00000249730	polymorphic_pseudogene	OR10J4
3521	ENSG00000196184	protein_coding	OR10J1
3522	ENSG00000224943	lincRNA	AL663023.1
3523	ENSG00000184155	protein_coding	OR10J5
3524	ENSG00000231100	unprocessed_pseudogene	AL606752.1
3525	ENSG00000271890	unprocessed_pseudogene	OR10AE1P
3526	ENSG00000132703	protein_coding	APCS
3527	ENSG00000158731	unprocessed_pseudogene	OR10J6P
3528	ENSG00000276632	processed_pseudogene	AL445528.2
3529	ENSG00000223603	unprocessed_pseudogene	CRPP1
3530	ENSG00000132693	protein_coding	CRP
3531	ENSG00000235226	processed_pseudogene	AL445528.1
3532	ENSG00000158716	protein_coding	DUSP23
3533	ENSG00000181036	protein_coding	FCRL6
3534	ENSG00000158714	protein_coding	SLAMF8
3535	ENSG00000256029	protein_coding	SNHG28
3536	ENSG00000188004	lincRNA	SNHG28
3537	ENSG00000212161	snoRNA	RF00570
3538	ENSG00000243284	protein_coding	VSIG8
3539	ENSG00000272668	antisense	AL590560.1
3540	ENSG00000213085	protein_coding	CFAP45
3541	ENSG00000266458	miRNA	MIR4259
3542	ENSG00000279430	TEC	AL590560.2
3543	ENSG00000158710	protein_coding	TAGLN2
3544	ENSG00000085552	protein_coding	IGSF9
3545	ENSG00000162723	protein_coding	SLAMF9
3546	ENSG00000224259	lincRNA	LINC01133
3547	ENSG00000273933	unprocessed_pseudogene	AL513485.1
3548	ENSG00000177807	protein_coding	KCNJ10
3549	ENSG00000237409	processed_pseudogene	AL513302.1
3550	ENSG00000143315	protein_coding	PIGM
3551	ENSG00000225279	antisense	AL121987.1
3552	ENSG00000162728	protein_coding	KCNJ9
3553	ENSG00000162729	protein_coding	IGSF8
3554	ENSG00000018625	protein_coding	ATP1A2
3555	ENSG00000132681	protein_coding	ATP1A4
3556	ENSG00000143318	protein_coding	CASQ1
3557	ENSG00000227741	antisense	AL121987.2
3558	ENSG00000162734	protein_coding	PEA15
3559	ENSG00000132716	protein_coding	DCAF8
3560	ENSG00000258465	protein_coding	AL139011.2
3561	ENSG00000228606	antisense	AL139011.1
3562	ENSG00000224261	processed_pseudogene	RPSAP18
3563	ENSG00000162735	protein_coding	PEX19
3564	ENSG00000122218	protein_coding	COPA
3565	ENSG00000235082	processed_pseudogene	SUMO1P3
3566	ENSG00000202078	misc_RNA	RF00019
3567	ENSG00000162736	protein_coding	NCSTN
3568	ENSG00000171786	protein_coding	NHLH1
3569	ENSG00000201608	snRNA	RNU4-42P
3570	ENSG00000162738	protein_coding	VANGL2
3571	ENSG00000162739	protein_coding	SLAMF6
3572	ENSG00000234425	antisense	AL138930.1
3573	ENSG00000066294	protein_coding	CD84
3574	ENSG00000117090	protein_coding	SLAMF1
3575	ENSG00000235101	transcribed_processed_pseudogene	SETP9
3576	ENSG00000228863	antisense	AL121985.1
3577	ENSG00000117091	protein_coding	CD48
3578	ENSG00000026751	protein_coding	SLAMF7
3579	ENSG00000275801	unprocessed_pseudogene	AL121985.3
3580	ENSG00000274562	unprocessed_pseudogene	AL121985.2
3581	ENSG00000122224	protein_coding	LY9
3582	ENSG00000122223	protein_coding	CD244
3583	ENSG00000226003	processed_pseudogene	PPIAP37
3584	ENSG00000179914	protein_coding	ITLN1
3585	ENSG00000213080	processed_pseudogene	AL354714.2
3586	ENSG00000232188	lincRNA	AL354714.3
3587	ENSG00000198358	antisense	AL354714.1
3588	ENSG00000233691	processed_pseudogene	AL354714.4
3589	ENSG00000158764	protein_coding	ITLN2
3590	ENSG00000158769	protein_coding	F11R
3591	ENSG00000270149	protein_coding	AL591806.3
3592	ENSG00000232879	processed_pseudogene	AL591806.2
3593	ENSG00000215845	protein_coding	TSTD1
3594	ENSG00000158773	protein_coding	USF1
3595	ENSG00000186517	protein_coding	ARHGAP30
3596	ENSG00000143217	protein_coding	NECTIN4
3597	ENSG00000228917	antisense	AL591806.1
3598	ENSG00000162755	protein_coding	KLHDC9
3599	ENSG00000143256	protein_coding	PFDN2
3600	ENSG00000158793	protein_coding	NIT1
3601	ENSG00000158796	protein_coding	DEDD
3602	ENSG00000238934	snoRNA	RF01225
3603	ENSG00000143222	protein_coding	UFC1
3604	ENSG00000224985	antisense	AL590714.1
3605	ENSG00000143258	protein_coding	USP21
3606	ENSG00000143224	protein_coding	PPOX
3607	ENSG00000158850	protein_coding	B4GALT3
3608	ENSG00000158859	protein_coding	ADAMTS4
3609	ENSG00000158864	protein_coding	NDUFS2
3610	ENSG00000158869	protein_coding	FCER1G
3611	ENSG00000158874	protein_coding	APOA2
3612	ENSG00000158882	protein_coding	TOMM40L
3613	ENSG00000284035	miRNA	MIR5187
3614	ENSG00000143257	protein_coding	NR1I3
3615	ENSG00000248485	protein_coding	PCP4L1
3616	ENSG00000158887	protein_coding	MPZ
3617	ENSG00000143252	protein_coding	SDHC
3618	ENSG00000188931	protein_coding	CFAP126
3619	ENSG00000236484	processed_pseudogene	RRM2P2
3620	ENSG00000283696	lincRNA	AL592295.4
3621	ENSG00000206921	snRNA	RNU6-481P
3622	ENSG00000283360	lincRNA	AL592295.3
3623	ENSG00000215840	processed_pseudogene	AL592295.1
3624	ENSG00000277882	processed_pseudogene	AL592295.2
3625	ENSG00000283317	lincRNA	AL831711.1
3626	ENSG00000143226	protein_coding	FCGR2A
3627	ENSG00000273112	processed_transcript	AL590385.2
3628	ENSG00000173110	protein_coding	HSPA6
3629	ENSG00000224203	unprocessed_pseudogene	RPS23P10
3630	ENSG00000203747	protein_coding	FCGR3A
3631	ENSG00000224515	antisense	AL590385.1
3632	ENSG00000244682	polymorphic_pseudogene	FCGR2C
3633	ENSG00000225217	unprocessed_pseudogene	HSPA7
3634	ENSG00000231586	unprocessed_pseudogene	RPS23P9
3635	ENSG00000162747	protein_coding	FCGR3B
3636	ENSG00000072694	protein_coding	FCGR2B
3637	ENSG00000234211	antisense	AL451067.1
3638	ENSG00000213075	transcribed_processed_pseudogene	RPL31P11
3639	ENSG00000199595	misc_RNA	RF00019
3640	ENSG00000132185	protein_coding	FCRLA
3641	ENSG00000162746	protein_coding	FCRLB
3642	ENSG00000241347	misc_RNA	RN7SL466P
3643	ENSG00000081721	protein_coding	DUSP12
3644	ENSG00000226889	antisense	AL359541.1
3645	ENSG00000118217	protein_coding	ATF6
3646	ENSG00000229808	transcribed_processed_pseudogene	AL391825.1
3647	ENSG00000162745	protein_coding	OLFML2B
3648	ENSG00000227818	lincRNA	AL590408.1
3649	ENSG00000198929	protein_coding	NOS1AP
3650	ENSG00000285636	antisense	AL450163.1
3651	ENSG00000266144	miRNA	MIR4654
3652	ENSG00000227094	antisense	AL512785.1
3653	ENSG00000252262	rRNA_pseudogene	RNA5SP61
3654	ENSG00000207729	miRNA	MIR556
3655	ENSG00000254706	protein_coding	AL512785.2
3656	ENSG00000239887	protein_coding	C1orf226
3657	ENSG00000171722	protein_coding	SPATA46
3658	ENSG00000198574	protein_coding	SH2D1B
3659	ENSG00000227243	unprocessed_pseudogene	SLAMF6P1
3660	ENSG00000152332	protein_coding	UHMK1
3661	ENSG00000227941	processed_pseudogene	UQCRBP2
3662	ENSG00000259788	antisense	AL596325.1
3663	ENSG00000117143	protein_coding	UAP1
3664	ENSG00000272574	sense_intronic	AL596325.2
3665	ENSG00000162733	protein_coding	DDR2
3666	ENSG00000243173	misc_RNA	RN7SL861P
3667	ENSG00000132196	protein_coding	HSD17B7
3668	ENSG00000185860	protein_coding	CCDC190
3669	ENSG00000230739	unprocessed_pseudogene	AL392003.2
3670	ENSG00000227667	processed_pseudogene	AL392003.1
3671	ENSG00000117152	protein_coding	RGS4
3672	ENSG00000143248	protein_coding	RGS5
3673	ENSG00000232892	antisense	AL499616.1
3674	ENSG00000225755	processed_pseudogene	AL451063.1
3675	ENSG00000232995	antisense	RGS5
3676	ENSG00000237756	lincRNA	AL592435.1
3677	ENSG00000143228	protein_coding	NUF2
3678	ENSG00000225122	unprocessed_pseudogene	AL603841.1
3679	ENSG00000200327	rRNA_pseudogene	RNA5SP62
3680	ENSG00000212527	rRNA_pseudogene	RNA5SP63
3681	ENSG00000228289	processed_pseudogene	AL355862.1
3682	ENSG00000212538	snoRNA	RF00012
3683	ENSG00000225719	processed_pseudogene	NMNAT1P2
3684	ENSG00000199849	snRNA	RNU5F-6P
3685	ENSG00000213070	processed_pseudogene	HMGB3P6
3686	ENSG00000185630	protein_coding	PBX1
3687	ENSG00000207082	snRNA	RNU6-171P
3688	ENSG00000269887	sense_intronic	AL391001.1
3689	ENSG00000276359	misc_RNA	RF00017
3690	ENSG00000233693	antisense	AL357568.1
3691	ENSG00000271917	sense_intronic	AL357568.2
3692	ENSG00000201987	misc_RNA	RF00019
3693	ENSG00000225487	processed_pseudogene	AL390119.1
3694	ENSG00000201270	snRNA	RNU6-755P
3695	ENSG00000162761	protein_coding	LMX1A
3696	ENSG00000224702	antisense	AL390730.1
3697	ENSG00000238022	antisense	AL390730.2
3698	ENSG00000143171	protein_coding	RXRG
3699	ENSG00000237463	antisense	AL157714.2
3700	ENSG00000230748	processed_pseudogene	AL157714.1
3701	ENSG00000162763	protein_coding	LRRC52
3702	ENSG00000237783	processed_pseudogene	AL356441.2
3703	ENSG00000236206	lincRNA	AL356441.1
3704	ENSG00000143198	protein_coding	MGST3
3705	ENSG00000143149	protein_coding	ALDH9A1
3706	ENSG00000206990	misc_RNA	RF00019
3707	ENSG00000230175	processed_pseudogene	AL451074.4
3708	ENSG00000225272	processed_pseudogene	AL451074.3
3709	ENSG00000215838	transcribed_processed_pseudogene	AL451074.1
3710	ENSG00000273365	lincRNA	AL451074.6
3711	ENSG00000143183	protein_coding	TMCO1
3712	ENSG00000224358	antisense	AL451074.2
3713	ENSG00000230659	processed_pseudogene	AL451074.5
3714	ENSG00000143179	protein_coding	UCK2
3715	ENSG00000236364	antisense	AL358115.1
3716	ENSG00000283936	miRNA	MIR3658
3717	ENSG00000271527	processed_pseudogene	AL606495.2
3718	ENSG00000226292	processed_pseudogene	AL606495.1
3719	ENSG00000207341	rRNA_pseudogene	RNA5SP64
3720	ENSG00000188859	protein_coding	FAM78B
3721	ENSG00000203307	antisense	AL626787.1
3722	ENSG00000230898	sense_intronic	AL596087.2
3723	ENSG00000215952	miRNA	MIR921
3724	ENSG00000215835	processed_pseudogene	AL596087.1
3725	ENSG00000229588	lincRNA	AL390115.1
3726	ENSG00000225325	lincRNA	AL583804.1
3727	ENSG00000230231	unprocessed_pseudogene	FMO7P
3728	ENSG00000234142	lincRNA	LINC01675
3729	ENSG00000238087	unprocessed_pseudogene	FMO8P
3730	ENSG00000215834	transcribed_unprocessed_pseudogene	FMO9P
3731	ENSG00000234984	unprocessed_pseudogene	FMO10P
3732	ENSG00000232341	processed_pseudogene	RPL4P2
3733	ENSG00000232148	unprocessed_pseudogene	FMO11P
3734	ENSG00000232223	processed_pseudogene	CNN2P10
3735	ENSG00000143157	protein_coding	POGK
3736	ENSG00000152382	protein_coding	TADA1
3737	ENSG00000225171	processed_pseudogene	DUTP6
3738	ENSG00000143195	protein_coding	ILDR2
3739	ENSG00000143194	protein_coding	MAEL
3740	ENSG00000200036	rRNA_pseudogene	RNA5SP65
3741	ENSG00000227907	antisense	AL158837.1
3742	ENSG00000143167	protein_coding	GPA33
3743	ENSG00000198842	protein_coding	DUSP27
3744	ENSG00000213068	processed_pseudogene	AL451050.1
3745	ENSG00000231605	antisense	LINC01363
3746	ENSG00000272205	lincRNA	AL451050.2
3747	ENSG00000143190	protein_coding	POU2F1
3748	ENSG00000272033	sense_intronic	AL136984.1
3749	ENSG00000198821	protein_coding	CD247
3750	ENSG00000233411	sense_intronic	AL359962.1
3751	ENSG00000273160	lincRNA	AL359962.2
3752	ENSG00000227776	processed_pseudogene	AKR1D1P1
3753	ENSG00000143162	protein_coding	CREG1
3754	ENSG00000231029	processed_pseudogene	AL031733.1
3755	ENSG00000241666	antisense	AL031733.2
3756	ENSG00000198771	protein_coding	RCSD1
3757	ENSG00000197965	protein_coding	MPZL1
3758	ENSG00000143199	protein_coding	ADCY10
3759	ENSG00000250762	unprocessed_pseudogene	Z99943.2
3760	ENSG00000232194	antisense	Z99943.1
3761	ENSG00000143158	protein_coding	MPC2
3762	ENSG00000143164	protein_coding	DCAF6
3763	ENSG00000221545	miRNA	MIR1255B2
3764	ENSG00000224837	processed_pseudogene	GCSHP5
3765	ENSG00000143147	protein_coding	GPR161
3766	ENSG00000143155	protein_coding	TIPRL
3767	ENSG00000237049	processed_pseudogene	RPL34P1
3768	ENSG00000237131	processed_pseudogene	AL021397.1
3769	ENSG00000213064	protein_coding	SFT2D2
3770	ENSG00000214262	transcribed_processed_pseudogene	ANKRD36BP1
3771	ENSG00000206880	snRNA	RNU6-1310P
3772	ENSG00000143178	protein_coding	TBX19
3773	ENSG00000227722	transcribed_processed_pseudogene	AL022100.1
3774	ENSG00000207974	miRNA	MIR557
3775	ENSG00000228697	lincRNA	AL023755.1
3776	ENSG00000283255	lincRNA	AL022100.2
3777	ENSG00000215833	processed_pseudogene	QRSL1P1
3778	ENSG00000143185	protein_coding	XCL2
3779	ENSG00000227777	processed_pseudogene	AL031736.1
3780	ENSG00000143184	protein_coding	XCL1
3781	ENSG00000229757	processed_pseudogene	AL031736.2
3782	ENSG00000143196	protein_coding	DPT
3783	ENSG00000285622	processed_transcript	AL135926.1
3784	ENSG00000235736	lincRNA	AL031275.1
3785	ENSG00000225826	lincRNA	LINC00626
3786	ENSG00000229612	processed_pseudogene	SUMO1P2
3787	ENSG00000203601	lincRNA	LINC00970
3788	ENSG00000213063	processed_pseudogene	RPL29P7
3789	ENSG00000252987	rRNA_pseudogene	RNA5SP66
3790	ENSG00000237707	antisense	AL031726.1
3791	ENSG00000143153	protein_coding	ATP1B1
3792	ENSG00000143156	protein_coding	NME7
3793	ENSG00000235575	antisense	Z99758.1
3794	ENSG00000117475	protein_coding	BLZF1
3795	ENSG00000117477	protein_coding	CCDC181
3796	ENSG00000117479	protein_coding	SLC19A2
3797	ENSG00000234604	processed_pseudogene	AL021068.2
3798	ENSG00000213062	lincRNA	AL021068.1
3799	ENSG00000198734	protein_coding	F5
3800	ENSG00000174175	protein_coding	SELP
3801	ENSG00000000460	protein_coding	C1orf112
3802	ENSG00000188404	protein_coding	SELL
3803	ENSG00000007908	protein_coding	SELE
3804	ENSG00000230704	lincRNA	AL021940.1
3805	ENSG00000171806	protein_coding	METTL18
3806	ENSG00000000457	protein_coding	SCYL3
3807	ENSG00000239494	misc_RNA	RN7SL333P
3808	ENSG00000075945	protein_coding	KIFAP3
3809	ENSG00000243051	misc_RNA	RN7SL269P
3810	ENSG00000235378	processed_pseudogene	MRPS10P1
3811	ENSG00000232959	antisense	AL356475.1
3812	ENSG00000224896	processed_pseudogene	SIGLEC30P
3813	ENSG00000203740	protein_coding	METTL11B
3814	ENSG00000283340	miRNA	MIR3119-1
3815	ENSG00000263390	miRNA	MIR3119-2
3816	ENSG00000233985	lincRNA	LINC01681
3817	ENSG00000238051	processed_pseudogene	ISCUP1
3818	ENSG00000224286	lincRNA	LINC01142
3819	ENSG00000226967	processed_pseudogene	HAUS4P1
3820	ENSG00000231407	antisense	AL354732.1
3821	ENSG00000120370	protein_coding	GORAB
3822	ENSG00000225545	lincRNA	AL162399.1
3823	ENSG00000235303	lincRNA	AL023495.1
3824	ENSG00000116132	protein_coding	PRRX1
3825	ENSG00000271811	lincRNA	Z97200.1
3826	ENSG00000117501	protein_coding	MROH9
