genes	logFC	logCPM	LR	PValue	FDR	N1	N2	N3	N4	N5	N6	N7	N8	N9	N10	N11	N12	N13	N14	N15	N16	N17	IRI1	IRI2	IRI3	IRI4	IRI5	IRI6	IRI7	IRI8	IRI9	IRI10	IRI11	IRI12	IRI13	IRI14	IRI15	IRI16	IRI17	IRI18	IRI19	IRI20	IRI21	IRI22	IRI23
RNF151	1.7237562474817	-2.63342286002553	3.95545522235604	0.0467196800871026	0.444132500190304	7	25	11	10	20	61	42	42	14	55	20	74	65	58	33	34	5	143	63	89	4	36	31	24	53	33	24	78	11	38	122	288	39	106	43	24	66	42	128	18
ZPLD1	-1.40176741795098	-2.74800444053493	3.94979670519297	0.0468770306377958	0.444630445523456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
PRKG2	1.25841492432687	-2.73455064836996	3.94821235177702	0.0469211879769755	0.444834591081283	39	132	24	127	93	66	428	123	82	158	84	399	247	216	346	142	39	244	122	479	40	113	59	141	92	194	166	157	199	196	83	3154	78	367	109	149	198	117	135	112
GYPE	1.45061320254102	-2.8901043559573	3.93249415869406	0.0473616517241866	0.44612147429191	10	3	5	13	1	12	29	2	20	38	5	6	19	9	12	11	53	16	18	8	4	17	16	10	27	1	22	45	5	10	15	75	204	24	43	13	5	25	16	229
SLC26A9	-2.18392176207727	-3.20272965585768	3.91418143446926	0.0478803272768666	0.44773155384442	0	0	0	0	2	0	0	1	0	2	0	2	0	0	0	0	0	1	0	0	0	1	4	0	5	0	0	0	0	3	5	5	1	11	5	0	0	0	4	0
FAM69C	1.14903739964957	-2.78932196613082	3.91255862448143	0.0479265786676012	0.44773155384442	0	0	0	3	0	8	0	0	1	1	0	0	6	2	0	0	0	47	14	0	0	0	0	3	3	0	4	13	0	0	9	2	0	31	1	1	3	38	6	0
HRH4	1.26970663130444	-2.52135593923508	3.90451005528031	0.0481566671262427	0.448329217921387	0	0	0	3	4	5	0	3	0	0	0	9	9	0	1	5	0	0	1	1	0	0	2	1	0	0	0	0	0	2	0	1	4	2	0	1	0	0	2	2
ST8SIA1	1.39267587336582	-2.98684321594664	3.89865978541477	0.0483246431504171	0.449422248549772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	4	0	0	0	2	0	0
DUOXA2	1.657275607788	-1.55111870130073	3.89677629859424	0.0483788543166651	0.449545921458827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CRYBB2	-1.32433651690932	-2.70531625146872	3.89537473116226	0.0484192363652328	0.449708531326049	0	0	0	0	0	3	0	1	1	1	0	0	4	0	0	0	0	0	2	0	1	3	0	0	0	1	0	2	0	1	5	0	2	0	3	3	6	4	3	2
SH2D5	1.44691776641131	0.700728012583449	3.8685131617847	0.0492000888499741	0.451828221950009	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	3	7	1	1	0	0	4	0	0	1	1	1	0	0	0	1	0	1	0	1	0
TNNT3	1.32012986483083	-2.75914111473064	3.85750234120527	0.0495240003964601	0.453332704256872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
GRID1	-1.22649103825049	-0.754612515291876	3.85748486951173	0.0495245161573045	0.453332704256872	1	0	5	0	0	1	0	0	2	6	1	4	0	2	0	1	8	0	2	1	0	3	0	1	0	0	1	0	0	1	0	3	0	3	0	0	0	0	0	4
TMEM145	1.73753702403189	-2.09318764806904	3.85636003538202	0.049557732976173	0.453425570847639	0	4	1	0	0	2	0	0	2	0	2	0	0	0	1	0	0	0	6	0	0	2	4	5	2	11	1	0	3	0	7	3	0	0	1	1	1	3	6	5
