N1	N2	N3	N4	N5	N6	N7	N8	N9	N10	N11	N12	N13	N14	N15	N16	N17	IRI1	IRI2	IRI3	IRI4	IRI5	IRI6	IRI7	IRI8	IRI9	IRI10	IRI11	IRI12	IRI13	IRI14	IRI15	IRI16	IRI17	IRI18	IRI19	IRI20	IRI21	IRI22	IRI23	genes
MIR378J	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-378j
MIR379	0	0	0.807465104030913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-379
MIR380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-380
MIR381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-381
MIR383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-383
MIR3907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-3907
MIR3908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-3908
MIR3909	0.376538309704602	1.36779876506052	0	0.746908488627073	0	0	0	0	0.757709504209675	0.687141030718562	0	0	0	0	0	0.405452669406614	0	0.665824419638323	0.712720348765711	0	0	0	0.806207245310584	0.431015322083947	0	0.748043166950021	0	0	0	0	0	0.703621228129037	0.667089703158467	0	0.332763677523127	0	0	0	0	0.332144022353909	hsa-mir-3909
MIR3910-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-3910-1
MIR3912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-3912
MIR3913-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-3913-1
MIR3914-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-3914-1
MIR3915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-3915
MIR3918	0	0	0.946383831606124	0	0	0	1.68173933958466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.63323493096803	0	0	0	0	hsa-mir-3918
MIR3919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-3919
MIR3920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-3920
MIR3921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-3921
MIR3922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-3922
MIR3923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-3923
MIR3924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-3924
MIR3925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-3925
MIR3926-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-3926-1
MIR3927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-3927
MIR3928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-3928
MIR3929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-3929
MIR3934	0	0	0	0.415336963301971	0	0	0	0.389149120948482	0	0	0	0.583940726433207	0	0	0.356760405019513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-3934
MIR3935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-3935
MIR3936	0.814691979179048	0.739854786555464	0	0	2.09754512799124	0.980524046960042	1.42183416892158	0	0.819703918190467	0	1.64299003698646	0.568015070257756	1.97512870531182	0	0.694061151583417	0.877252139261584	0	0.360150481531638	0	1.03794432800843	0	1.73113178702595	0.872169656290541	1.3988406362179	0	0.809246698791387	3.14166720370475	0	0	0.698274745702216	0.832441982206852	0	1.08250465467079	1.66924656513125	0.719979593186403	0.535371350727516	0.396663468408787	1.27090076803414	2.31885598497947	0.718638884729367	hsa-mir-3936
MIR3937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-3937
MIR3938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-3938
MIR3939	0	0	0	0	0	0	1.47548828850352	0	0	0	0	0	0	1.10192645534059	0	0.455177996786671	0	0	0	0.359037346166437	0	1.07787450890295	0.452540859396036	0	0	0	0	0	0.441720880270311	0	0.431927443597895	0.394957198808281	0	0	0	0	0	0	0.40105999740211	0	hsa-mir-3939
MIR3941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-3941
MIR3942	0.41108310876007	0.746642445147716	0	0	0.423357732255112	0.329839893472797	2.86975703819034	0	0	0	0	0	0	0	0	0.442650162012726	0	0	0	0	0	0	0	0	0	1.22500647064751	0	0	0	0.704680936029759	0	0	0	0	0	0	0	0	0	0	hsa-mir-3942
MIR3943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-3943
MIR3944	0	0.376777900560653	0	0.411491250678804	0	0.332893966560508	0	2.31327533008265	2.50465086113754	0.378563808590319	0.418353944603033	0	0	0.360506803290439	0	0	0	0	0	0	0	0	0	0.474915030814719	0	1.23634912315351	0	0	0.433540863969009	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-3944
MIR3945	0	0	0	0	0	0	0	0	0.46003791327016	0	0.461043122623751	0	0.738993733279934	1.58917284715785	0.389524115684571	0	0	0.808501080989392	0	0	0	0.777242843154507	0	0.523375748244793	0	0	1.51129763443523	0	0	0	0.467186826748744	1.70879441117052	2.02509374173106	1.87364410371875	0.808140359699023	0	0	0	0	0	hsa-mir-3945
MIR3972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-3972
MIR3973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-3973
MIR3976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-3976
MIR3978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-3978
MIR409	0	0	0	0	0	0	0	0	0	0	2.01706366147891	0	0	0	0	0	0	0	0	0	0	0.340043743880097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-409
MIR410	0	0	0	0	0	0.332893966560508	0	0	0	0.378563808590319	0.836707889206067	1.15706773571024	0	0.721013606580878	0.353457067935999	0	0	0	0	0.352388506422614	0	0.705275913232793	0	0	0	0	0.914241778855881	0	0	0.711205759511516	0	0.387643176608127	0	0	0.36665627430789	0	0	0	0	0	hsa-mir-410
MIR411	0	0	0	0	0	0	0	0	0	0.736664708608188	0	0	0	0	0	0	0	0	0	0	0	0	0.432156135999818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-411
MIR412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00624854992037	0	0	0	0	0	0	0	0	0	hsa-mir-412
MIR421	0	0.726643093938402	0	1.1903854037494	0	0	1.39644427304798	0	0.80506634822278	0	0.403412732295782	0.557871944003153	0	0	0	0	0	0	0	1.35921281048723	0	0.680087487760193	0	0	0	1.1921937973266	2.64477086026166	0.824859899525729	0	1.71451388453669	0	1.86899388721776	0	0.655775436301563	0.353561407368323	0.525811148035954	0	0	0	0	hsa-mir-421
MIR422A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-422a
MIR425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-425
MIR4252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4252
MIR4253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.581252039119341	hsa-mir-4253
MIR4254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4254
MIR4255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4255
MIR4257	1.04204788034529	0	0	1.55026936302247	0	0	4.84966693275577	0.968347812592735	1.04845850001106	0	0.525374721129391	2.17959271145418	0.842109137923646	1.81091789559848	0.443876317873116	1.12206668975319	0	0	2.46551515997441	1.77013761365778	0	0	0.557782919720695	0	1.68806244362652	0.517541493413096	2.87029395687311	0	0	0	4.25900549036064	0.486807710159043	1.84613196920599	0.42701656317311	0	6.84777309070079	1.52208075087093	3.79299841622593	1.97731905695924	2.29797317791367	hsa-mir-4257
MIR4258	0.984792502304343	1.78865992354068	0.967183476256808	0.488363242563856	0	0	0	0	1.48627633518052	0	0	1.02991743508274	1.98959851267675	0	0	0	0	0.435346735917365	0	0.418219326303762	0	1.25554613124959	0.527135506549228	2.8181771059335	0	0.489105147621168	0	1.5228182760475	0	0.422034186962878	0.503124274960186	0	1.30852211004161	0	0.870305002752794	0	0.958966626922343	0.512084558548555	0	0.434342183078189	hsa-mir-4258
MIR4259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4259
MIR4261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4261
MIR4262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4262
MIR4263	0	0	0	0	0.555975817057919	0	0	0	0	1.97035620856648	0	1.12918658545216	0.872546817607633	0.469093189823704	0	0	0	0.954615734180246	2.04370413260529	0	0	0.458854208609287	0	1.85388518052975	1.16605116587856	0	0.594807904315874	0	0.564125461550035	0	0	1.51320950868715	0	0	0	0.709528296144901	0.525698572589959	0	0	0	hsa-mir-4263
MIR4264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4264
MIR4265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4265
MIR4266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4266
MIR4267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4267
MIR4268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4268
MIR4269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4269
MIR4270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4270
MIR4271	0	0	0	0	0	0	0	0.621476954350561	0	0	0	0	0	1.16223088821992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.589927442688286	hsa-mir-4271
MIR4273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.40216306142921	0	0	0	0	hsa-mir-4273
MIR4274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4274
MIR4276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4276
MIR4277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4277
MIR4279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4279
MIR4280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4280
MIR4281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4281
MIR4282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4282
MIR4283-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4283-1
MIR4283-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4283-2
MIR4284	0	0	0	0	0	0	0	0	0.556589080252786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4284
MIR4285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.56763373716926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09646340771573	0	0	hsa-mir-4285
MIR4286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4286
MIR4287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4287
MIR4288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4288
MIR4289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4289
MIR429	0	0	0	1.07086879694725	0.555975817057919	0	1.25623902474999	0	1.62953188555936	0.985178104283239	0	1.88197764242027	0	0.469093189823704	0	0.581311658546833	0	2.38653933545061	0.510926033151323	1.3755888684449	0	1.83541683443715	1.15588749628867	1.85388518052975	0	0	0	0.556531980402902	0	0.925424361774021	0	1.00880633912476	0.478214907685889	1.76980358712711	0.954189822295232	0	4.20558858071967	0	1.02439421023189	0.476206489880906	hsa-mir-429
MIR4290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4290
MIR4291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4291
MIR4292	0	1.21468696300151	0	0.663299329452401	0	0.536605199828879	2.33435460569214	0	0.672891276126503	0	2.02308474703556	0.466281027823531	2.70229051721767	0	1.13950338319665	1.44026470625036	0	4.13904284745315	1.26587644034507	1.13605846846693	0	0	0	0	1.44451114578986	1.32861398309034	2.94740633183388	0.689435139902102	0	2.29284244857444	2.05004368752434	0	0.592415482655654	0	0.591028024257495	0	0.651238530223382	4.17310699951509	3.8070769902648	3.53956465612972	hsa-mir-4292
MIR4293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4293
MIR4294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4294
MIR4295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4295
MIR4296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.963792289808178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4296
MIR4297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4297
MIR4298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4298
MIR4299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4299
MIR4300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4300
MIR4301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4301
MIR4303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4303
MIR4304	0	0	2.83915149481837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.638976660781939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4304
MIR4305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4305
MIR4306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4306
MIR4307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4307
MIR4308	0	1.00474106816174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.489093246524447	0	0.469851341896818	0	0	0	0	0	0	0	0	0	0	0	0	0	0.453375610282562	0	0	0	0	0	0	hsa-mir-4308
MIR4309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4309
MIR431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.367240904155068	0	0	0	0	0	0	0	0	hsa-mir-431
MIR4310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.695027245061056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4310
MIR4311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4311
MIR4312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.20485023740465	0	0	0	0	0	0	0	0	0	hsa-mir-4312
MIR4314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4314
MIR4316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4316
MIR4318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4318
MIR4319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4319
MIR432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-432
MIR4322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4322
MIR4323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4323
MIR4324	0	0	6.11206224578955	0	0	0	0	0	0	0.567845712885478	0.62753091690455	0.433900400891341	1.0058525814088	0	0	4.02073897161559	0	0	1.17796835421	0	0	0	0.666240709666386	0.712372546222079	0	0	0	0	0	2.66702159816819	0	0	1.10255103716469	0.510047561567882	0	0	0	0.64721798372109	0	2.19584103667307	hsa-mir-4324
MIR4325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4325
MIR4326	0	0.689695140009331	0	0	3.12854188581744	0	0	7.05745015957417	0.764130771194503	0	2.29740132290479	4.76555016572185	0	0	0	2.45333225386714	0	0.671466999465766	0	0	0	3.22753384021787	0	0	2.46056559579459	0.754382515822479	3.34705464801475	0	0.793600225570389	0.650934084976642	3.10402095060182	0.709584119892843	0	1.86729276777394	1.34233483475431	0.998149975932658	0	0	0.720548469908875	0	hsa-mir-4326
MIR4327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4327
MIR433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.613838043445843	0	0	0	0.413635671999917	0	0	0	0	0	0.619437274413256	0	0	0	0	0	0	0	0	0	0	hsa-mir-433
MIR4330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4330
MIR4417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
MIR4418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4418
MIR4419A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
MIR4419B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
MIR4420	0	0	0	0	0	0	4.73944722973859	0	1.17100559741495	0	0.586782156066592	1.62290020073644	0	0	0.495757965416727	0	0	0	0	0.988518407627073	0	0.989218164014827	0	0	0	2.31213342511825	1.92346971655393	0	0	0	1.78380424758611	0	0	0	0	0	0	0.60519084192102	0.552108567852255	0	hsa-mir-4420
MIR4421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4421
MIR4422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4422
